book_ix,book_id,goodreads_book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
9462,4987,23301545,1408859645,9781408859640.0,"Neil Gaiman, Chris Riddell",2014.0,The Sleeper and the Spindle,The Sleeper and the Spindle,eng,3.9,20889,https://images.gr-assets.com/books/1412343723m/23301545.jpg,https://images.gr-assets.com/books/1412343723s/23301545.jpg
9463,9553,19138879,1612629415,9781612629410.0,"Hajime Isayama, Hikaru Suruga, Gan Sunaaku",2014.0,進撃の巨人 悔いなき選択 1,"Attack on Titan: No Regrets, Volume 01",eng,4.52,9032,https://images.gr-assets.com/books/1398033046m/19138879.jpg,https://images.gr-assets.com/books/1398033046s/19138879.jpg
9464,9167,22600903,,,J.  Daniels,2014.0,Where I Belong,"Where I Belong (Alabama Summer, #1)",eng,4.05,13110,https://images.gr-assets.com/books/1404019520m/22600903.jpg,https://images.gr-assets.com/books/1404019520s/22600903.jpg
9465,3368,18659623,1442465956,9781442465950.0,Emily Carroll,2014.0,,Through the Woods,eng,3.92,32781,https://images.gr-assets.com/books/1414845473m/18659623.jpg,https://images.gr-assets.com/books/1414845473s/18659623.jpg
9466,8005,21457243,045146527X,9780451465280.0,Anne Bishop,2015.0,Vision in Silver ,"Vision in Silver (The Others, #3)",eng,4.27,15605,https://images.gr-assets.com/books/1404354570m/21457243.jpg,https://images.gr-assets.com/books/1404354570s/21457243.jpg
9467,536,17878931,1409151174,9781409151170.0,Victoria Aveyard,2015.0,Red Queen,"Red Queen (Red Queen, #1)",eng,4.08,83354,https://images.gr-assets.com/books/1411472322m/17878931.jpg,https://images.gr-assets.com/books/1411472322s/17878931.jpg
9468,4834,20525628,,,Caitlin Moran,2014.0,How to Build a Girl,How to Build a Girl,eng,3.69,16981,https://images.gr-assets.com/books/1410131752m/20525628.jpg,https://images.gr-assets.com/books/1410131752s/20525628.jpg
9469,3553,20454672,1455581127,9781455581120.0,Sandra Brown,2014.0,Mean Streak,Mean Streak,eng,4.04,24245,https://images.gr-assets.com/books/1399916694m/20454672.jpg,https://images.gr-assets.com/books/1399916694s/20454672.jpg
9470,9633,20510241,62332589,9780062332580.0,"James Frey, Nils Johnson-Shelton",2014.0,Endgame: The Calling,"The Calling (Endgame, #1)",eng,3.77,10900,https://images.gr-assets.com/books/1411272821m/20510241.jpg,https://images.gr-assets.com/books/1411272821s/20510241.jpg
9471,4246,22698568,62290398,9780062290400.0,Erika Johansen,2015.0,The Invasion of the Tearling,"The Invasion of the Tearling (The Queen of the Tearling, #2)",eng,4.15,24341,https://images.gr-assets.com/books/1461864829m/22698568.jpg,https://images.gr-assets.com/books/1461864829s/22698568.jpg
9472,4505,22717015,1502541858,9781502541860.0,Jamie McGuire,2015.0,Beautiful Redemption,"Beautiful Redemption (The Maddox Brothers, #2)",eng,4.15,28845,https://images.gr-assets.com/books/1418155511m/22717015.jpg,https://images.gr-assets.com/books/1418155511s/22717015.jpg
9473,1562,22609310,1476791457,9781476791460.0,Colleen Hoover,2015.0,,Confess,en-GB,4.25,72611,https://images.gr-assets.com/books/1412280173m/22609310.jpg,https://images.gr-assets.com/books/1412280173s/22609310.jpg
9474,4184,18630542,345529375,9780345529370.0,"Bryan Lee O'Malley, Nathan Fairbairn",2014.0,Seconds: A Graphic Novel,Seconds,eng,4.07,20595,https://images.gr-assets.com/books/1399502867m/18630542.jpg,https://images.gr-assets.com/books/1399502867s/18630542.jpg
9475,3691,20620995,,,Catherine Ryan Hyde,2014.0,,Take Me with You,en-US,4.12,14164,https://images.gr-assets.com/books/1403110128m/20620995.jpg,https://images.gr-assets.com/books/1403110128s/20620995.jpg
9476,5793,21569527,805099247,9780805099250.0,Mary E. Pearson,2015.0,The Heart of Betrayal,"The Heart of Betrayal (The Remnant Chronicles, #2)",eng,4.32,24104,https://images.gr-assets.com/books/1414932049m/21569527.jpg,https://images.gr-assets.com/books/1414932049s/21569527.jpg
9477,5494,22055283,804178429,9780804178430.0,Joe Abercrombie,2015.0,Half the World,"Half the World (Shattered Sea, #2)",eng,4.2,12396,https://images.gr-assets.com/books/1402314017m/22055283.jpg,https://images.gr-assets.com/books/1402314017s/22055283.jpg
9478,6989,20801166,1250061776,9781250061780.0,Sandy   Hall,2014.0,A Little Something Different,A Little Something Different,eng,3.65,14206,https://images.gr-assets.com/books/1396394307m/20801166.jpg,https://images.gr-assets.com/books/1396394307s/20801166.jpg
9479,5350,22465597,62224107,9780062224100.0,Lauren Oliver,2015.0,Vanishing Girls,Vanishing Girls,en-CA,3.59,19508,https://images.gr-assets.com/books/1414618400m/22465597.jpg,https://images.gr-assets.com/books/1414618400s/22465597.jpg
9480,1044,22716447,804138141,9780804138150.0,Mindy Kaling,2015.0,Why Not Me?,Why Not Me?,eng,3.89,74199,https://images.gr-assets.com/books/1442548684m/22716447.jpg,https://images.gr-assets.com/books/1442548684s/22716447.jpg
9481,9703,22474626,,,Meredith Wild,2014.0,Hard Limit,"Hard Limit (Hacker, #4)",,4.34,4754,https://images.gr-assets.com/books/1414594976m/22474626.jpg,https://images.gr-assets.com/books/1414594976s/22474626.jpg
9482,5753,22733729,1500453307,9781500453300.0,Becky  Chambers,2014.0,"The Long Way to a Small, Angry Planet","The Long Way to a Small, Angry Planet (Wayfarers, #1)",eng,4.18,12969,https://images.gr-assets.com/books/1405532474m/22733729.jpg,https://images.gr-assets.com/books/1405532474s/22733729.jpg
9483,8649,22571612,525954562,9780525954570.0,Lisa Gardner,2015.0,,"Crash & Burn (Tessa Leoni, #3)",eng,4.0,8644,https://images.gr-assets.com/books/1403630851m/22571612.jpg,https://images.gr-assets.com/books/1403630851s/22571612.jpg
9484,7640,22642472,385539126,9780385539130.0,Margaret Atwood,2014.0,Stone Mattress,Stone Mattress: Nine Tales,eng,3.93,10622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9485,1728,22544764,804179034,9780804179030.0,Naomi Novik,2015.0,Uprooted,Uprooted,eng,4.13,61454,https://images.gr-assets.com/books/1480121122m/22544764.jpg,https://images.gr-assets.com/books/1480121122s/22544764.jpg
9486,4165,18660447,006233638X,9780062336380.0,Kasie West,2015.0,Fill-in boyfrined,The Fill-In Boyfriend,eng,3.92,31656,https://images.gr-assets.com/books/1414605032m/18660447.jpg,https://images.gr-assets.com/books/1414605032s/18660447.jpg
9487,3436,20898019,078519021X,9780785190220.0,"G. Willow Wilson, Adrian Alphona",2014.0,"Ms. Marvel, Vol. 1: No Normal","Ms. Marvel, Vol. 1: No Normal",eng,4.13,53515,https://images.gr-assets.com/books/1413031883m/20898019.jpg,https://images.gr-assets.com/books/1413031883s/20898019.jpg
9488,5074,18667307,2723495612,9782723495620.0,"Sui Ishida, 石田 スイ",2012.0,東京喰種トーキョーグール 1,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",fre,4.43,43490,https://images.gr-assets.com/books/1498748457m/18667307.jpg,https://images.gr-assets.com/books/1498748457s/18667307.jpg
9489,2137,21965107,385539703,9780385539710.0,Ian McEwan,2014.0,The Children Act,The Children Act,eng,3.68,33100,https://images.gr-assets.com/books/1405290619m/21965107.jpg,https://images.gr-assets.com/books/1405290619s/21965107.jpg
9490,3173,22716194,147671777X,9781476717780.0,Lisa Genova,2015.0,Inside the O'Briens,Inside the O'Briens,eng,3.98,27221,https://images.gr-assets.com/books/1423486279m/22716194.jpg,https://images.gr-assets.com/books/1423486279s/22716194.jpg
9491,921,18460392,385755880,9780385755890.0,"Jennifer Niven, فرانک معنوی",2015.0,All the Bright Places,All the Bright Places,eng,4.19,132087,https://images.gr-assets.com/books/1404331702m/18460392.jpg,https://images.gr-assets.com/books/1404331702s/18460392.jpg
9492,6423,20443235,374384738,9780374384740.0,Marie Rutkoski,2016.0,The Winner's Kiss,"The Winner's Kiss (The Winner's Trilogy, #3)",eng,4.29,23125,https://images.gr-assets.com/books/1455809407m/20443235.jpg,https://images.gr-assets.com/books/1455809407s/20443235.jpg
9493,9501,17285330,62318470,9780062318470.0,Cynthia Hand,2015.0,The Last Time We Say Goodbye,The Last Time We Say Goodbye,eng,4.11,11063,https://images.gr-assets.com/books/1403710453m/17285330.jpg,https://images.gr-assets.com/books/1403710453s/17285330.jpg
9494,9644,22840421,,,"Cynthia Hand, Brodi Ashton, Jodi Meadows",2016.0,My Lady Jane,"My Lady Jane (The Lady Janies, #1)",eng,4.12,12794,https://images.gr-assets.com/books/1444923765m/22840421.jpg,https://images.gr-assets.com/books/1444923765s/22840421.jpg
9495,6231,22381892,,,"Bill O'Reilly, Martin Dugard",2014.0,Killing Patton: The Strange Death of World War II's Most Audacious General,Killing Patton: The Strange Death of World War II's Most Audacious General,eng,4.08,13706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9496,2634,20727654,1477823832,9781477823840.0,Charlie N. Holmberg,2014.0,The Paper Magician,"The Paper Magician (The Paper Magician Trilogy, #1)",eng,3.63,25934,https://images.gr-assets.com/books/1405618531m/20727654.jpg,https://images.gr-assets.com/books/1405618531s/20727654.jpg
9497,9847,20685373,307720659,9780307720660.0,Suki Kim,2014.0,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite","Without You, There Is No Us: My Time with the Sons of North Korea's Elite",,3.85,8164,https://images.gr-assets.com/books/1405292426m/20685373.jpg,https://images.gr-assets.com/books/1405292426s/20685373.jpg
9498,9479,21433251,1927925169,9781927925160.0,"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",2014.0,Manga Classics: Les Misérables,Manga Classics: Les Misérables,eng,4.1,6691,https://images.gr-assets.com/books/1421108133m/21433251.jpg,https://images.gr-assets.com/books/1421108133s/21433251.jpg
9499,4045,22874559,8129135728,9788129135730.0,Chetan Bhagat,2014.0,Half Girlfriend,Half Girlfriend,en-CA,3.16,22082,https://images.gr-assets.com/books/1407223058m/22874559.jpg,https://images.gr-assets.com/books/1407223058s/22874559.jpg
9500,2613,22738563,,,Chimamanda Ngozi Adichie,2014.0,We Should All Be Feminists,We Should All Be Feminists,eng,4.47,46048,https://images.gr-assets.com/books/1430821222m/22738563.jpg,https://images.gr-assets.com/books/1430821222s/22738563.jpg
9501,2116,22055262,765376458,9780765376460.0,"V.E. Schwab, Victoria Schwab",2015.0,A Darker Shade of Magic,"A Darker Shade of Magic (Shades of Magic, #1)",eng,4.07,61419,https://images.gr-assets.com/books/1400322851m/22055262.jpg,https://images.gr-assets.com/books/1400322851s/22055262.jpg
9502,6993,22151696,1449461077,9781449461070.0,Lang Leav,2014.0,,Lullabies,eng,4.05,14539,https://images.gr-assets.com/books/1404192714m/22151696.jpg,https://images.gr-assets.com/books/1404192714s/22151696.jpg
9503,4102,22843341,1502446936,9781502446930.0,Penelope Ward,2014.0,Stepbrother Dearest,Stepbrother Dearest,eng,4.14,34347,https://images.gr-assets.com/books/1407407844m/22843341.jpg,https://images.gr-assets.com/books/1407407844s/22843341.jpg
9504,6714,20897517,385535376,9780385535370.0,Hampton Sides,2014.0,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,eng,4.18,11444,https://images.gr-assets.com/books/1395935993m/20897517.jpg,https://images.gr-assets.com/books/1395935993s/20897517.jpg
9505,7673,21412360,1439138338,9781439138340.0,Colm Tóibín,2014.0,Nora Webster,Nora Webster,eng,3.58,10353,https://images.gr-assets.com/books/1451442745m/21412360.jpg,https://images.gr-assets.com/books/1451442745s/21412360.jpg
9506,6033,20893314,159448600X,9781594486000.0,Marlon James,2014.0,A Brief History of Seven Killings,A Brief History of Seven Killings,eng,3.86,13578,https://images.gr-assets.com/books/1399045083m/20893314.jpg,https://images.gr-assets.com/books/1399045083s/20893314.jpg
9507,7591,20706269,316216828,9780316216820.0,Lauren Beukes,2014.0,Broken Monsters,Broken Monsters,eng,3.59,7086,https://images.gr-assets.com/books/1394562848m/20706269.jpg,https://images.gr-assets.com/books/1394562848s/20706269.jpg
9508,9165,22895264,,,Jennifer L. Armentrout,2014.0,Wicked,"Wicked (A Wicked Saga, #1)",eng,4.08,14009,https://images.gr-assets.com/books/1410783827m/22895264.jpg,https://images.gr-assets.com/books/1410783827s/22895264.jpg
9509,5085,22910900,1406331163,9781406331160.0,Patrick Ness,2015.0,The Rest of Us Just Live Here,The Rest of Us Just Live Here,eng,3.76,23412,https://images.gr-assets.com/books/1429800081m/22910900.jpg,https://images.gr-assets.com/books/1429800081s/22910900.jpg
9510,1596,20707959,038553714X,9780385537150.0,John Grisham,2014.0,Gray Mountain,Gray Mountain,eng,3.52,37379,https://images.gr-assets.com/books/1403704671m/20707959.jpg,https://images.gr-assets.com/books/1403704671s/20707959.jpg
9511,1668,23437156,1627792120,9781627792130.0,Leigh Bardugo,2015.0,Six of Crows,"Six of Crows (Six of Crows, #1)",eng,4.46,90202,https://images.gr-assets.com/books/1500689111m/23437156.jpg,https://images.gr-assets.com/books/1500689111s/23437156.jpg
9512,1062,22918050,,,Kiera Cass,2015.0,The Heir,"The Heir (The Selection, #4)",eng,3.85,111044,https://images.gr-assets.com/books/1422993526m/22918050.jpg,https://images.gr-assets.com/books/1422993526s/22918050.jpg
9513,9889,22923997,,,Emma Chase,2015.0,Overruled,"Overruled (The Legal Briefs, #1)",eng,3.83,16931,https://images.gr-assets.com/books/1417712844m/22923997.jpg,https://images.gr-assets.com/books/1417712844s/22923997.jpg
9514,3490,20767918,1455521191,9781455521200.0,David Baldacci,2014.0,The Escape,"The Escape (John Puller, #3)",eng,4.14,18073,https://images.gr-assets.com/books/1404163742m/20767918.jpg,https://images.gr-assets.com/books/1404163742s/20767918.jpg
9515,267,21853621,312577222,9780312577220.0,Kristin Hannah,2015.0,The Nightingale,The Nightingale,eng,4.54,253606,https://images.gr-assets.com/books/1451446316m/21853621.jpg,https://images.gr-assets.com/books/1451446316s/21853621.jpg
9516,7413,22471294,,,Alessandra Torre,2014.0,Black Lies,Black Lies,eng,4.32,18741,https://images.gr-assets.com/books/1407450110m/22471294.jpg,https://images.gr-assets.com/books/1407450110s/22471294.jpg
9517,5363,18775365,147673190X,9781476731900.0,Jeff Hobbs,2014.0,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,eng,4.13,14451,https://images.gr-assets.com/books/1420938377m/18775365.jpg,https://images.gr-assets.com/books/1420938377s/18775365.jpg
9518,5977,20587777,307700313,9780307700320.0,Jane Smiley,2014.0,Some Luck,"Some Luck (Last Hundred Years: A Family Saga, #1)",eng,3.61,12644,https://images.gr-assets.com/books/1413128987m/20587777.jpg,https://images.gr-assets.com/books/1413128987s/20587777.jpg
9519,4461,22886612,,,James S.A. Corey,2015.0,Nemesis Games,"Nemesis Games (The Expanse, #5)",eng,4.37,20681,https://images.gr-assets.com/books/1407524221m/22886612.jpg,https://images.gr-assets.com/books/1407524221s/22886612.jpg
9520,1577,20696006,805095152,9780805095160.0,Atul Gawande,2014.0,Being Mortal: Medicine and What Matters in the End,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510,https://images.gr-assets.com/books/1408324949m/20696006.jpg,https://images.gr-assets.com/books/1408324949s/20696006.jpg
9521,2652,18803640,224097008,9780224097000.0,Helen Macdonald,2015.0,H is for Hawk,H is for Hawk,eng,3.74,30841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9522,8807,21531503,1250054052,9781250054050.0,Oprah Winfrey,2014.0,,What I Know for Sure,eng,4.12,9006,https://images.gr-assets.com/books/1400988917m/21531503.jpg,https://images.gr-assets.com/books/1400988917s/21531503.jpg
9523,2221,20758175,1616149981,9781616149990.0,Allen Eskens,2014.0,The Life We Bury,The Life We Bury,,3.93,35689,https://images.gr-assets.com/books/1437077793m/20758175.jpg,https://images.gr-assets.com/books/1437077793s/20758175.jpg
9524,3372,23009402,451474708,9780451474700.0,Sarah Dessen,2015.0,Saint Anything,Saint Anything,eng,4.05,35111,https://images.gr-assets.com/books/1414680105m/23009402.jpg,https://images.gr-assets.com/books/1414680105s/23009402.jpg
9525,6849,22669832,,9780991140220.0,Kim Holden,2014.0,,"Bright Side (Bright Side, #1)",eng,4.42,17046,https://images.gr-assets.com/books/1404654413m/22669832.jpg,https://images.gr-assets.com/books/1404654413s/22669832.jpg
9526,4225,20980987,1455581089,9781455581080.0,Amanda Palmer,2014.0,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",eng,3.97,20075,https://images.gr-assets.com/books/1408547261m/20980987.jpg,https://images.gr-assets.com/books/1408547261s/20980987.jpg
9527,9953,22062202,451474473,9780451474480.0,Anne Bishop,2016.0,Marked in Flesh,"Marked in Flesh (The Others, #4)",eng,4.31,11056,https://images.gr-assets.com/books/1438874868m/22062202.jpg,https://images.gr-assets.com/books/1438874868s/22062202.jpg
9528,8381,21414439,,,Susan Dennard,2016.0,Truthwitch,"Truthwitch (The Witchlands, #1)",eng,3.93,17752,https://images.gr-assets.com/books/1428675822m/21414439.jpg,https://images.gr-assets.com/books/1428675822s/21414439.jpg
9529,5938,20697471,804140413,9780804140420.0,Jim Gaffigan,2014.0,Food: A Love Story,Food: A Love Story,eng,3.69,16304,https://images.gr-assets.com/books/1419183381m/20697471.jpg,https://images.gr-assets.com/books/1419183381s/20697471.jpg
9530,6815,24488476,,,Pittacus Lore,2015.0,,"The Fate of Ten (Lorien Legacies, #6)",eng,4.32,16819,https://images.gr-assets.com/books/1429799057m/24488476.jpg,https://images.gr-assets.com/books/1429799057s/24488476.jpg
9531,9659,20505127,1405915293,9781405915300.0,Jane Shemilt,2014.0,Daughter,Daughter,en-US,3.51,7462,https://images.gr-assets.com/books/1403779092m/20505127.jpg,https://images.gr-assets.com/books/1403779092s/20505127.jpg
9532,8772,20768868,62325345,9780062325340.0,Patricia Cornwell,2014.0,Flesh and Blood,"Flesh and Blood (Kay Scarpetta, #22)",eng,3.67,8447,https://images.gr-assets.com/books/1403704254m/20768868.jpg,https://images.gr-assets.com/books/1403704254s/20768868.jpg
9533,2818,20821284,399252517,9780399252520.0,Jacqueline Woodson,2014.0,Brown Girl Dreaming,Brown Girl Dreaming,eng,4.11,33779,https://images.gr-assets.com/books/1424308405m/20821284.jpg,https://images.gr-assets.com/books/1424308405s/20821284.jpg
9534,8224,20439328,,,Ali Smith,2014.0,How to Be Both,How to Be Both,eng,3.61,9431,https://images.gr-assets.com/books/1405890478m/20439328.jpg,https://images.gr-assets.com/books/1405890478s/20439328.jpg
9535,5124,21853633,1250019834,9781250019840.0,Sarah Addison Allen,2015.0,First Frost,"First Frost (Waverley Family, #2)",eng,3.95,20936,https://images.gr-assets.com/books/1410962794m/21853633.jpg,https://images.gr-assets.com/books/1410962794s/21853633.jpg
9536,9183,22608582,1455530093,9781455530090.0,Mitchell Zuckoff,2014.0,13 Hours: The Inside Account of What Really Happened In Benghazi,13 Hours: The Inside Account of What Really Happened In Benghazi,eng,4.26,8692,https://images.gr-assets.com/books/1411493281m/22608582.jpg,https://images.gr-assets.com/books/1411493281s/22608582.jpg
9537,9666,21480734,385347375,9780385347370.0,Christian Rudder,2014.0,Dataclysm: Who We Are (When We Think No One's Looking),Dataclysm: Who We Are (When We Think No One's Looking),eng,3.72,7204,https://images.gr-assets.com/books/1407763834m/21480734.jpg,https://images.gr-assets.com/books/1407763834s/21480734.jpg
9538,1326,22551730,307408868,9780307408860.0,Erik Larson,2015.0,Dead Wake: The Last Crossing of the Lusitania,Dead Wake: The Last Crossing of the Lusitania,eng,4.07,61439,https://images.gr-assets.com/books/1408923747m/22551730.jpg,https://images.gr-assets.com/books/1408923747s/22551730.jpg
9539,6228,23157777,553392921,9780553392920.0,Robin Hobb,2015.0,Fool's Quest,"Fool's Quest  (The Fitz and The Fool, #2)",eng,4.53,12374,https://images.gr-assets.com/books/1420496252m/23157777.jpg,https://images.gr-assets.com/books/1420496252s/23157777.jpg
9540,5178,22611920,,,Kristen Callihan,2014.0,The Hook Up,"The Hook Up (Game On, #1)",eng,4.04,27915,https://images.gr-assets.com/books/1407891923m/22611920.jpg,https://images.gr-assets.com/books/1407891923s/22611920.jpg
9541,7310,21874813,345539931,9780345539940.0,Alan Bradley,2015.0,As Chimney Sweepers Come to Dust ,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",eng,3.94,14337,https://images.gr-assets.com/books/1406214651m/21874813.jpg,https://images.gr-assets.com/books/1406214651s/21874813.jpg
9542,2813,20821614,1476785597,9781476785590.0,Caroline Kepnes,2014.0,You,"You (You, #1)",eng,3.83,36383,https://images.gr-assets.com/books/1411958102m/20821614.jpg,https://images.gr-assets.com/books/1411958102s/20821614.jpg
9543,3294,23156040,1609452232,9781609452230.0,"Elena Ferrante, Ann Goldstein",2013.0,Storia di chi fugge e di chi resta,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),eng,4.29,24967,https://images.gr-assets.com/books/1411338052m/23156040.jpg,https://images.gr-assets.com/books/1411338052s/23156040.jpg
9544,9528,22571696,399170871,9780399170870.0,J.D. Robb,2015.0,Obsession in Death,"Obsession in Death (In Death, #40)",eng,4.33,9565,https://images.gr-assets.com/books/1406509523m/22571696.jpg,https://images.gr-assets.com/books/1406509523s/22571696.jpg
9545,4808,22341276,1477825940,9781477825940.0,Charlie N. Holmberg,2014.0,The Glass Magician,"The Glass Magician (The Paper Magician Trilogy, #2)",,3.87,13650,https://images.gr-assets.com/books/1410466975m/22341276.jpg,https://images.gr-assets.com/books/1410466975s/22341276.jpg
9546,3770,23395680,553499114,9780553499120.0,"Amie Kaufman, Jay Kristoff",2015.0,Illuminae,"Illuminae (The Illuminae Files, #1)",eng,4.32,44500,https://images.gr-assets.com/books/1443433956m/23395680.jpg,https://images.gr-assets.com/books/1443433956s/23395680.jpg
9547,3241,22299763,,,Leigh Bardugo,2016.0,Crooked Kingdom,"Crooked Kingdom (Six of Crows, #2)",eng,4.62,44289,https://images.gr-assets.com/books/1456172607m/22299763.jpg,https://images.gr-assets.com/books/1456172607s/22299763.jpg
9548,1699,21104828,,,Kate Morton,2015.0,The Lake House,The Lake House,eng,4.04,46348,https://images.gr-assets.com/books/1455089249m/21104828.jpg,https://images.gr-assets.com/books/1455089249s/21104828.jpg
9549,8563,22886868,62429973,9780062429970.0,Terry Pratchett,2015.0,The Shepherd's Crown,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",eng,4.34,9134,https://images.gr-assets.com/books/1433600285m/22886868.jpg,https://images.gr-assets.com/books/1433600285s/22886868.jpg
9550,3191,23093367,1632150778,9781632150780.0,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Volume Four","Saga, Vol. 4 (Saga, #4)",eng,4.47,38069,https://images.gr-assets.com/books/1486028981m/23093367.jpg,https://images.gr-assets.com/books/1486028981s/23093367.jpg
9551,7365,20821159,399158448,9780399158440.0,William Gibson,2014.0,The Peripheral,The Peripheral,eng,3.94,8839,https://images.gr-assets.com/books/1402651292m/20821159.jpg,https://images.gr-assets.com/books/1402651292s/20821159.jpg
9552,4734,22934446,62225073,9780062225080.0,Alan Cumming,2014.0,Not My Father's Son,Not My Father's Son,eng,4.0,11436,https://images.gr-assets.com/books/1429218612m/22934446.jpg,https://images.gr-assets.com/books/1429218612s/22934446.jpg
9553,8268,17838528,1481404547,9781481404550.0,Morgan Matson,2016.0,The Unexpected Everything,The Unexpected Everything,eng,4.07,18752,https://images.gr-assets.com/books/1443203227m/17838528.jpg,https://images.gr-assets.com/books/1443203227s/17838528.jpg
9554,7693,23158207,,,"Eric Schmidt, Jonathan Rosenberg",2014.0,How Google Works,How Google Works,en-CA,4.03,11703,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9555,9750,20575440,374280606,9780374280600.0,Héctor Tobar,2014.0,"Deep Down Dark: The Untold Stories of 33 Men Buried in a Chilean Mine, and the Miracle That Set Them Free","Deep Down Dark: The Untold Stories of 33 Men Buried in a Chilean Mine, and the Miracle That Set Them Free",eng,3.9,6123,https://images.gr-assets.com/books/1398199578m/20575440.jpg,https://images.gr-assets.com/books/1398199578s/20575440.jpg
9556,9547,21535784,1476763127,9781476763120.0,"Mary Higgins Clark, Alafair Burke",2014.0,The Cinderella Murder ,"The Cinderella Murder (Under Suspicion, #2)",eng,3.81,8641,https://images.gr-assets.com/books/1403544444m/21535784.jpg,https://images.gr-assets.com/books/1403544444s/21535784.jpg
9557,8895,22535533,62377183,9780062377180.0,Anthony Horowitz,2014.0,Moriarty,Moriarty (Sherlock Holmes #2),eng,3.74,8376,https://images.gr-assets.com/books/1404412525m/22535533.jpg,https://images.gr-assets.com/books/1404412525s/22535533.jpg
9558,4323,20701984,1419710206,9781419710210.0,"Cece Bell, David Lasky",2014.0,El Deafo,El Deafo,eng,4.13,27630,https://images.gr-assets.com/books/1423770455m/20701984.jpg,https://images.gr-assets.com/books/1423770455s/20701984.jpg
9559,8265,23299512,62380877,9780062380880.0,Victoria Schwab,2016.0,This Savage Song,"This Savage Song (Monsters of Verity, #1)",eng,4.14,17210,https://images.gr-assets.com/books/1445529989m/23299512.jpg,https://images.gr-assets.com/books/1445529989s/23299512.jpg
9560,5702,21856367,147670869X,9781476708690.0,Walter Isaacson,2014.0,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,4.03,14890,https://images.gr-assets.com/books/1410191571m/21856367.jpg,https://images.gr-assets.com/books/1410191571s/21856367.jpg
9561,7542,22009741,,9780718155350.0,Marian Keyes,2014.0,The Woman who Stole my Life,The Woman Who Stole My Life,eng,3.52,8693,https://images.gr-assets.com/books/1428674566m/22009741.jpg,https://images.gr-assets.com/books/1428674566s/22009741.jpg
9562,7177,23281640,399168796,9780399168800.0,John Sandford,2015.0,Gathering Prey,"Gathering Prey (Lucas Davenport, #25)",,4.18,9757,https://images.gr-assets.com/books/1417985559m/23281640.jpg,https://images.gr-assets.com/books/1417985559s/23281640.jpg
9563,9381,20575434,312643004,9780312643000.0,Ann M. Martin,2014.0,,Rain Reign,eng,4.21,11872,https://images.gr-assets.com/books/1396393170m/20575434.jpg,https://images.gr-assets.com/books/1396393170s/20575434.jpg
9564,6730,20575446,1596436581,9781596436590.0,"Cory Doctorow, Jen Wang",2014.0,In Real Life,In Real Life,eng,3.8,16704,https://images.gr-assets.com/books/1391127564m/20575446.jpg,https://images.gr-assets.com/books/1391127564s/20575446.jpg
9565,1947,22744701,,,Robert Dugoni,2014.0,My Sister's Grave,My Sister's Grave (Tracy Crosswhite #1),eng,4.0,31029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9566,5233,22674105,385539088,9780385539080.0,Kevin Kwan,2015.0,China Rich Girlfriend,China Rich Girlfriend (Crazy Rich Asians #2),eng,3.74,17708,https://images.gr-assets.com/books/1419179404m/22674105.jpg,https://images.gr-assets.com/books/1419179404s/22674105.jpg
